Crop Number,Variety,GB Grade,Area (ha),County,Producer,Organic
161697,BROOKE,S,1,Berwick,Greenseed International,No
161698,LANORMA,PB,0.5,Perth,Branston Ltd,No
161699,LANORMA,S,1.2,Perth,Branston Ltd,No
161700,LANORMA,S,1,Perth,Branston Ltd,No
161701,LANORMA,SE,2.5,Fife,Branston Ltd,No
161702,LANORMA,S,10,Fife,Branston Ltd,No
161703,PREMIERE,S,1.2,Perth,J & E Smillie (Growers) Ltd,No
161704,CALEDONIAN ROSE,S,0.6,Perth,Caledonia Potatoes Ltd,No
161705,HERMES,S,0.8,Perth,J & E Smillie (Growers) Ltd,No
161709,BUTE,PB,0.01,Perth,Caledonia Potatoes Ltd,No
161710,SWIFT,PB,0.01,Perth,Caledonia Potatoes Ltd,No
161712,CALEDONIAN PEARL,PB,0.01,Perth,Caledonia Potatoes Ltd,No
161713,CARA,SE,7.4,Angus,IPM Potato Group Ltd,No
161714,STEMSTER,PB,0.05,Perth,Caledonia Potatoes Ltd,No
161715,CALEDONIAN PHOENIX,PB,0.03,Perth,Caledonia Potatoes Ltd,No
161716,CARA,SE,9.5,Kincardine,Clarence Murray (P G & F) Ltd,No
161717,ROYAL,S,5.9,Angus,McCain Potatoes,No
161718,CARA,SE,5.1,Kincardine,Clarence Murray (P G & F) Ltd,No
161719,JESTER,SE,4.6,Kincardine,Greenvale AP,No
161720,DESIREE,E,3.1,Kincardine,Clarence Murray (P G & F) Ltd,No
161721,DESIREE,E,5.8,Kincardine,Clarence Murray (P G & F) Ltd,No
161722,DESIREE,SE,6,Kincardine,Clarence Murray (P G & F) Ltd,No
161723,ATLANTIC,S,3.8,Kincardine,Grampian Growers,No
161724,ATLANTIC,S,1.2,Kincardine,Grampian Growers,No
161725,MARKIES,E,3,Kincardine,Agrico UK Ltd,No
161726,SLANEY,S,0.7,Angus,IPM Potato Group Ltd,No
161727,KESTREL,PB,0.01,Perth,Caledonia Potatoes Ltd,No
161728,MARKIES,S,0.9,Kincardine,Agrico UK Ltd,No
161729,CALEDONIAN ROSE,PB,0.01,Perth,Caledonia Potatoes Ltd,No
161730,MARKIES,E,2.1,Kincardine,Agrico UK Ltd,No
161731,OSPREY,PB,0.03,Perth,Caledonia Potatoes Ltd,No
161732,MARKIES,S,5.9,Kincardine,Agrico UK Ltd,No
161733,HARMONY,PB,0.03,Perth,Caledonia Potatoes Ltd,No
161734,ARSENAL,S,0.6,Kincardine,Agrico UK Ltd,No
161735,MARVEL,PB,0.1,Perth,Caledonia Potatoes Ltd,No
161736,SLANEY,SE,4.4,Angus,IPM Potato Group Ltd,No
161737,HERMES,PB,0.1,Perth,Grampian Growers,No
161738,SAGITTA,S,1.7,Kincardine,HZPC UK Limited,No
161739,CARA,PB,0.01,Perth,Grampian Growers,No
161740,SAGITTA,S,3.2,Kincardine,HZPC UK Limited,No
161741,CAESAR,S,2.5,Kincardine,HZPC UK Limited,No
161742,PREMIERE,PB,0.02,Perth,J & E Smillie (Growers) Ltd,No
161743,DAISY,S,4.7,Aberdeen,McCain Potatoes,No
161744,INTERNATIONAL KIDNEY,PB,0.02,Perth,J & E Smillie (Growers) Ltd,No
161745,LA VIE,PB,0.05,Perth,Albert Bartlett & Sons (Airdrie) Ltd,No
161746,DESIREE,S,1.2,Kincardine,Clarence Murray (P G & F) Ltd,No
161747,TYSON,S,0.7,Kincardine,Stet for Greenvale AP,No
161748,TYSON,S,0.8,Kincardine,Stet for Greenvale AP,No
161749,LANORMA,PB,0.12,Perth,Branston Ltd,No
161750,CARA,SE,5.8,Kincardine,Clarence Murray (P G & F) Ltd,No
161751,DAISY,S,5.4,Aberdeen,McCain Potatoes,No
161753,GEMSON,SE,3.8,Kincardine,Grampian Growers,No
161754,IVORY RUSSET,S,2.2,Kincardine,HZPC UK Limited,No
161755,LAURA,PB,0.17,Perth,Branston Ltd,No
161756,7 FOUR 7,PB,0.1,Perth,Solana Seeds United Kingdom Ltd,No
161757,DAISY,S,4.2,Aberdeen,McCain Potatoes,No
161758,CARUSO,PB,0.12,Perth,Solana Seeds United Kingdom Ltd,No
161759,EDISON,PB,0.14,Perth,Solana Seeds United Kingdom Ltd,No
161760,OPAL,PB,0.25,Perth,Solana Seeds United Kingdom Ltd,No
161761,MARIS PIPER,S,2.8,Fife,Messrs Alex Brewster,No
161762,MARIS PIPER,S,6,Fife,Messrs Alex Brewster,No
161763,MARIS PIPER,S,1,Fife,Messrs Alex Brewster,No
161764,NIETA,S,0.3,Angus,Bennett Seed Exports Ltd,No
161766,NIETA,S,3.6,Angus,Bennett Seed Exports Ltd,No
161767,CARA,S,0.9,Fife,James Mason (Farms),No
161769,NIETA,S,0.8,Angus,Bennett Seed Exports Ltd,No
161770,VENEZIA,S,1.6,Kincardine,Greenvale AP,No
161771,VENEZIA,S,5.2,Kincardine,Greenvale AP,No
161772,MARIS PIPER,SE,4.4,Kincardine,R R Brown & Sons,No
161774,NIETA,S,2,Angus,Bennett Seed Exports Ltd,No
161775,CHARLOTTE,S,2.8,Angus,E M Kerr & Son,No
161777,NIETA,S,1.7,Angus,Bennett Seed Exports Ltd,No
161778,DESIREE,S,1.3,Kincardine,R R Brown & Sons,No
161779,CARA,S,1.3,Kincardine,R R Brown & Sons,No
161780,INTERNATIONAL KIDNEY,S,2.4,Kincardine,Greenvale AP,No
161781,CHARLOTTE,S,5.6,Angus,E M Kerr & Son,No
161782,MARIS PIPER,S,1.4,Kincardine,R R Brown & Sons,No
161783,CHALLENGER,S,1.2,Kincardine,HZPC UK Limited,No
161784,ESTIMA,S,0.8,Kincardine,R R Brown & Sons,No
161785,WILJA,SE,5.9,Angus,S E Wilja Growers,No
161786,TYSON,SE,1.1,Kincardine,Stet for Greenvale AP,No
161787,ARSENAL,S,0.4,Kincardine,Agrico UK Ltd,No
161788,ATLANTIC,S,1,Kincardine,R R Brown & Sons,No
161789,SAGITTA,S,0.8,Kincardine,HZPC UK Limited,No
161790,HERMES,S,1.4,Kincardine,R R Brown & Sons,No
161791,WILJA,S,1,Angus,S E Wilja Growers,No
161792,ESTIMA,SE,3.6,Kincardine,R R Brown & Sons,No
161793,PIPPA,S,1,Kincardine,Strathmore Potatoes Ltd,No
161794,ARSENAL,S,2.3,Kincardine,Agrico UK Ltd,No
161795,CARA,S,4.5,Kincardine,R R Brown & Sons,No
161796,SAGITTA,S,0.2,Kincardine,HZPC UK Limited,No
161797,CARA,SE,8.1,Kincardine,R R Brown & Sons,No
161798,CHALLENGER,S,1.3,Kincardine,HZPC UK Limited,No
161799,IVORY RUSSET,S,0.2,Kincardine,HZPC UK Limited,No
161800,TYSON,SE,1,Kincardine,Stet for Greenvale AP,No
161801,MARIS BARD,SE,0.9,Kincardine,Clarence Murray (P G & F) Ltd,No
161802,WILJA,S,5.1,Angus,Jaytee Farms Limited,No
161803,DESIREE,S,8.9,Kincardine,R R Brown & Sons,No
161804,ATLANTIC,S,3.7,Angus,Alan Twatt (Potato Merchants) Ltd,No
161805,MARFONA,S,2,Kincardine,Clarence Murray (P G & F) Ltd,No
161806,DESIREE,SE,2.6,Kincardine,R R Brown & Sons,No
161807,MARFONA,S,1.5,Kincardine,Clarence Murray (P G & F) Ltd,No
161808,MARKIES,S,2.4,Angus,Agrico UK Ltd,No
161809,MARKIES,SE,18.8,Angus,Agrico UK Ltd,No
161810,DAISY,S,1.2,Aberdeen,McCain Potatoes,No
161811,DESIREE,S,0.8,Kincardine,Clarence Murray (P G & F) Ltd,No
161812,CARA,SE,3.3,Kincardine,R R Brown & Sons,No
161813,HERMES,SE,1.2,Kincardine,R R Brown & Sons,No
161814,MARKIES,E,2.7,Angus,Agrico UK Ltd,No
161826,CARA,SE,2.8,Fife,James Mason (Farms),No
161827,CARA,SE,5.9,Fife,James Mason (Farms),No
161828,CARA,SE,1.4,Fife,James Mason (Farms),No
161829,MARIS BARD,PB,0.02,Perth,J & E Smillie (Growers) Ltd,No
161830,CARA,S,0.1,Perth,J & E Smillie (Growers) Ltd,No
161831,CALEDONIAN PEARL,SE,0.1,Perth,Caledonia Potatoes Ltd,No
161832,KESTREL,SE,0.1,Perth,Caledonia Potatoes Ltd,No
161833,SWIFT,SE,0.1,Perth,Caledonia Potatoes Ltd,No
161834,STEMSTER,SE,0.1,Perth,Caledonia Potatoes Ltd,No
161835,BUTE,SE,0.1,Perth,Caledonia Potatoes Ltd,No
161836,OSPREY,S,0.2,Perth,Caledonia Potatoes Ltd,No
161837,VALOR,S,0.2,Perth,Caledonia Potatoes Ltd,No
161838,CALEDONIAN PHOENIX,SE,0.1,Perth,Caledonia Potatoes Ltd,No
161839,HARMONY,S,0.1,Perth,Caledonia Potatoes Ltd,No
161840,LOMOND,S,0.2,Perth,Cullen Allen Ltd,No
161841,INTERNATIONAL KIDNEY,S,0.2,Perth,J & E Smillie (Growers) Ltd,No
161842,HERMES,S,0.4,Perth,J & E Smillie (Growers) Ltd,No
161843,LANORMA,S,0.4,Perth,Branston Ltd,No
161844,LAURA,S,0.3,Perth,Branston Ltd,No
161845,LA VIE,S,0.3,Perth,Albert Bartlett & Sons (Airdrie) Ltd,No
161846,MARIS BARD,S,0.3,Perth,J & E Smillie (Growers) Ltd,No
161847,PREMIERE,S,0.3,Perth,J & E Smillie (Growers) Ltd,No
161848,CALEDONIAN PHOENIX,S,0.1,Perth,Caledonia Potatoes Ltd,No
161849,KESTREL,S,0.3,Perth,Caledonia Potatoes Ltd,No
161850,CALEDONIAN PEARL,S,0.2,Perth,Caledonia Potatoes Ltd,No
161851,INTERNATIONAL KIDNEY,S,0.5,Perth,J & E Smillie (Growers) Ltd,No
161852,OSPREY,S,0.7,Perth,Caledonia Potatoes Ltd,No
161853,VALOR,SE,0.5,Perth,Caledonia Potatoes Ltd,No
161854,TYSON,SE,1,Perth,Greenvale AP,No
161855,MARIS PIPER,SE,3,Kincardine,R R Brown & Sons,No
161857,INNOVATOR,S,3.9,Angus,McCain Potatoes,No
161858,MARIS PIPER,SE,0.8,Angus,Hume Farming Ltd,No
161860,DAISY,PB,0.29,Ross,McCain Potatoes,No
161861,DESIREE,S,3.8,Kincardine,J L Stewart Ltd,No
161862,CARA,S,0.6,Kincardine,J L Stewart Ltd,No
161863,HERMES,S,0.9,Kincardine,J L Stewart Ltd,No
161864,BARNA,S,0.7,Angus,IPM Potato Group Ltd,No
161865,CARA,S,2.2,Kincardine,J L Stewart Ltd,No
161866,BARNA,SE,3.1,Angus,IPM Potato Group Ltd,No
161867,HERMES,S,2.3,Kincardine,J L Stewart Ltd,No
161868,HERMES,S,8.3,Kincardine,J L Stewart Ltd,No
161869,CARA,SE,3.8,Angus,IPM Potato Group Ltd,No
161870,CARA,SE,4,Angus,IPM Potato Group Ltd,No
161871,HERMES,S,2.8,Kincardine,J L Stewart Ltd,No
161872,CARA,S,1.4,Angus,IPM Potato Group Ltd,No
161873,ROOSTER,S,0.9,Angus,IPM Potato Group Ltd,No
161874,GEMSON,PB,3,Ross,Grampian Growers,No
161875,ROOSTER,SE,4,Angus,IPM Potato Group Ltd,No
161877,MARIS PEER,PB,2.66,Ross,A & P Grewar (Black Isle),No
161893,BANBA,SE,5.2,Angus,IPM Potato Group Ltd,No
161894,BARNA,SE,1.7,Angus,IPM Potato Group Ltd,No
161896,BANBA,S,0.8,Angus,IPM Potato Group Ltd,No
161898,KINGSMAN,S,0.7,Moray,Cygnet Potato Breeders Ltd,No
161899,KINGSMAN,S,3.9,Moray,Cygnet Potato Breeders Ltd,No
161900,KINGSMAN,S,4.3,Moray,Cygnet Potato Breeders Ltd,No
161907,OLYMPUS,S,6.9,Kincardine,Cygnet Potato Breeders Ltd,No
161908,ATLANTIC,S,6.6,Kincardine,Grampian Growers,No
161910,CARUSO,S,3.1,Angus,Solana Seeds United Kingdom Ltd,No
161916,BABY LOU,S,1.3,Angus,Solana Seeds United Kingdom Ltd,No
161918,HERMES,PB,1.9,Ross,Wolds Produce Ltd,No
161919,DESIREE,PB,3,Ross,Grampian Growers,No
161920,ALEXANDRA,PB,2.43,Ross,Albert Bartlett & Sons (Airdrie) Ltd,No
161924,ELECTRA,PB,1.54,Ross,IPM Potato Group Ltd,No
161927,NECTAR,PB,1.91,Ross,IPM Potato Group Ltd,No
161928,KING EDWARD,PB,2.48,Ross,A & P Grewar (Black Isle),No
161932,KING EDWARD,S,1,Ross,A & P Grewar (Black Isle),No
161935,PICASSO,S,2.2,Kincardine,Agrico UK Ltd,No
161937,MARIS PIPER,PB,6,Ross,A & P Grewar (Black Isle),No
161938,MARKIES,SE,1.6,Kincardine,Agrico UK Ltd,No
161939,ELECTRA,SE,0.6,Angus,IPM Potato Group Ltd,No
161940,SENSATION,S,1,Angus,IPM Potato Group Ltd,No
161942,NECTAR,S,0.3,Angus,IPM Potato Group Ltd,No
161948,TORNADO,S,0.7,Angus,IPM Potato Group Ltd,No
161950,BUSTER,S,1.8,Angus,IPM Potato Group Ltd,No
161952,JAVA,S,1,Angus,IPM Potato Group Ltd,No
161965,CABARET,S,1,Angus,Cygnet Potato Breeders Ltd,No
161987,MARKIES,S,2.2,Angus,Agrico UK Ltd,No
161989,MARKIES,SE,3.2,Angus,Agrico UK Ltd,No
161993,INNOVATOR,S,2.4,Angus,McCain Potatoes,No
161995,MARKIES,S,12,Angus,Agrico UK Ltd,No
161999,SHEPODY,S,8.5,Angus,McCain Potatoes,No
162000,INNOVATOR,S,3.1,Angus,McCain Potatoes,No
162001,MARKIES,SE,2.8,Angus,Agrico UK Ltd,No
162002,GEMSON,S,0.7,Angus,Grampian Growers,No
162003,GEMSON,SE,2.1,Angus,Grampian Growers,No
162004,GEMSON,SE,1.2,Angus,Grampian Growers,No
162005,RUSSET BURBANK,S,4.9,Angus,McCain Potatoes,No
162007,ELLAND,S,1.4,Angus,Cygnet Potato Breeders Ltd,No
162008,ARSENAL,S,0.1,Perth,Agrico UK Ltd,No
162009,INNOVATOR,S,2.5,Angus,McCain Potatoes,No
162010,CONSTANCE,S,0.1,Perth,Agrico UK Ltd,No
162011,ARSENAL,S,0.1,Midlothian,Agrico UK Ltd,No
162012,CONSTANCE,S,0.1,Midlothian,Agrico UK Ltd,No
162013,ROYAL,S,9.8,Angus,McCain Potatoes,No
162014,ARSENAL,S,0.1,Berwick,Agrico UK Ltd,No
162015,CONSTANCE,S,0.1,Berwick,Agrico UK Ltd,No
162019,DESIREE,SE,4.1,Angus,Usan Potatoes Ltd,No
162022,DESIREE,SE,0.5,Angus,Usan Potatoes Ltd,No
162024,DESIREE,SE,1,Angus,Usan Potatoes Ltd,No
162026,DESIREE,S,1.4,Angus,Usan Potatoes Ltd,No
162028,CARA,S,4,Angus,Usan Potatoes Ltd,No
162029,DESIREE,S,9,Angus,Usan Potatoes Ltd,No
162030,CARA,SE,3.1,Banff,Melrose Farms,No
162031,CARA,S,4,Aberdeen,W Bremner & Son,No
162032,HERMES,E,0.6,Aberdeen,W Bremner & Son,No
162033,HERMES,S,1.5,Aberdeen,W Bremner & Son,No
162034,HERMES,E,5.2,Aberdeen,W Bremner & Son,No
162037,SAXON,S,1,Moray,Cygnet Potato Breeders Ltd,No
162038,SAXON,S,2,Moray,Cygnet Potato Breeders Ltd,No
162039,SAXON,S,2.3,Moray,Cygnet Potato Breeders Ltd,No
162041,SAXON,S,2.5,Moray,Cygnet Potato Breeders Ltd,No
162042,SAXON,S,1.4,Moray,Cygnet Potato Breeders Ltd,No
162045,EPICURE,E,1,Midlothian,Denholm Potato Growers,No
162049,MARIS BARD,S,0.7,Midlothian,Denholm Potato Growers,No
162051,CHARLOTTE,SE,1.1,Midlothian,Denholm Potato Growers,No
162052,MARIS PIPER,SE,0.4,Midlothian,Denholm Potato Growers,No
162054,MARIS PIPER,S,7,Midlothian,Denholm Potato Growers,No
162055,MARIS PIPER,SE,0.8,Midlothian,Denholm Potato Growers,No
162056,HERMES,SE,4.6,Kincardine,Firm of A M & A J Jacobsen,No
162057,HERMES,S,1.4,Banff,Melrose Farms,No
162059,ATLANTIC,S,1,Banff,Cygnet PEP Ltd,No
162061,ATLANTIC,S,7,Banff,Cygnet PEP Ltd,No
162062,NECTAR,SE,2.6,Angus,IPM Potato Group Ltd,No
162063,NECTAR,SE,4.8,Banff,IPM Potato Group Ltd,No
162064,MARIS PIPER,SE,4.1,Kincardine,Firm of A M & A J Jacobsen,No
162065,NECTAR,S,0.8,Banff,IPM Potato Group Ltd,No
162066,MARIS PIPER,S,2.9,Kincardine,Firm of A M & A J Jacobsen,No
162067,BURREN,S,0.8,Banff,IPM Potato Group Ltd,No
162068,BURREN,SE,6,Banff,IPM Potato Group Ltd,No
162069,CARA,S,6.8,Kincardine,Firm of A M & A J Jacobsen,No
162070,CARA,SE,3.2,Kincardine,Firm of A M & A J Jacobsen,No
162071,WILJA,S,0.9,Kincardine,Firm of A M & A J Jacobsen,No
162072,MARIS PIPER,S,1.7,Kincardine,Firm of A M & A J Jacobsen,No
162073,HERMES,S,1.3,Kincardine,Firm of A M & A J Jacobsen,No
162074,HERMES,SE,0.7,Kincardine,Firm of A M & A J Jacobsen,No
162075,ROYAL,S,5.1,Kincardine,McCain Potatoes,No
162076,DAISY,S,6.6,Kincardine,McCain Potatoes,No
162077,MIRANDA,S,3.3,Kincardine,Solana Seeds United Kingdom Ltd,No
162078,MIRANDA,S,0.6,Kincardine,Solana Seeds United Kingdom Ltd,No
162079,CARUSO,S,0.6,Kincardine,Solana Seeds United Kingdom Ltd,No
162082,BANBA,SE,1.1,Fife,IPM Potato Group Ltd,No
162084,NECTAR,S,1.2,Fife,IPM Potato Group Ltd,No
162085,NECTAR,SE,5.8,Fife,IPM Potato Group Ltd,No
162086,NECTAR,SE,2.6,Fife,IPM Potato Group Ltd,No
162087,BANBA,SE,6.1,Fife,IPM Potato Group Ltd,No
162088,BANBA,SE,2.7,Fife,IPM Potato Group Ltd,No
162089,BANBA,SE,1.7,Fife,IPM Potato Group Ltd,No
162090,MANITOU,S,1.1,Fife,Agrico UK Ltd,No
162091,MANITOU,SE,5.1,Fife,Agrico UK Ltd,No
162092,MARFONA,SE,2.7,Fife,Agrico UK Ltd,No
162093,SUNLIGHT,S,0.4,Angus,IPM Potato Group Ltd,No
162094,LANORMA,S,3,Moray,Branston Ltd,No
162095,BROOKE,S,5.2,Banff,Saltire Seed Ltd,No
162096,LANORMA,S,2.6,Moray,Branston Ltd,No
162097,VR 808,S,0.2,Banff,Stet Potato Ltd for Saltire Seed Ltd,No
162098,VR 808,S,0.3,Banff,Stet Potato Ltd for Saltire Seed Ltd,No
162099,LANORMA,S,0.4,Moray,Branston Ltd,No
162100,VR 808,SE,0.6,Banff,Stet Potato Ltd for Saltire Seed Ltd,No
162101,VR 808,S,5,Banff,Stet Potato Ltd for Saltire Seed Ltd,No
162102,VR 808,S,5.5,Banff,Stet Potato Ltd for Saltire Seed Ltd,No
162103,VR 808,S,2.5,Banff,Stet Potato Ltd for Saltire Seed Ltd,No
162104,VR 808,S,1.3,Banff,Stet Potato Ltd for Saltire Seed Ltd,No
162105,VR 808,SE,0.7,Banff,Stet Potato Ltd for Saltire Seed Ltd,No
162106,BROOKE,S,3.6,Banff,Saltire Seed Ltd,No
162107,VR 808,S,4.5,Banff,Stet Potato Ltd for Saltire Seed Ltd,No
162108,VR 808,S,0.3,Banff,Stet Potato Ltd for Saltire Seed Ltd,No
162109,BROOKE,S,3.2,Banff,Saltire Seed Ltd,No
162110,BROOKE,S,6,Banff,Saltire Seed Ltd,No
162111,BROOKE,S,8,Banff,Saltire Seed Ltd,No
162112,BROOKE,S,7.1,Aberdeen,Saltire Seed Ltd,No
162113,KERR'S PINK,S,0.7,Moray,J Rhind & Co,No
162114,MARIS PIPER,S,1,Moray,J Rhind & Co,No
162115,CARA,SE,3.8,Aberdeen,Cairngall Farms,No
162116,CARA,SE,2,Aberdeen,Cairngall Farms,No
162117,DUKE OF YORK,S,0.2,Moray,J Rhind & Co,No
162118,WILJA,SE,0.9,Angus,S E Wilja Growers,No
162119,HERMES,SE,1,Aberdeen,MZ Valley Ltd,No
162120,ROOSTER,SE,2.3,Moray,IPM Potato Group Ltd,No
162122,CARA,E,4.5,Aberdeen,Cairngall Farms,No
162124,CARA,S,4.5,Aberdeen,Cairngall Farms,No
162125,CAROUSEL,S,1.6,Perth,Greenvale AP,No
162126,HERMES,SE,2.8,Aberdeen,Cairngall Farms,No
162127,MONTE CARLO,PB,0.017,Perth,Mercian Limited,No
162128,HERMES,SE,1.5,Aberdeen,Cairngall Farms,No
162129,INNOVATOR,SE,7,Kincardine,McCain Potatoes,No
162130,HERMES,SE,4,Aberdeen,Cairngall Farms,No
162131,INNOVATOR,SE,4,Kincardine,McCain Potatoes,No
162132,HERMES,SE,1,Aberdeen,Cairngall Farms,No
162133,ROYAL,S,3,Kincardine,McCain Potatoes,No
162134,ROYAL,S,5.9,Moray,McCain Potatoes,No
162135,KING RUSSET,S,1.9,Moray,McCain Potatoes,No
162136,INNOVATOR,S,5.2,Moray,McCain Potatoes,No
162137,INNOVATOR,S,0.9,Moray,McCain Potatoes,No
162138,HERMES,SE,6.8,Aberdeen,Cairngall Farms,No
162139,ELLAND,PB,0.1,Perth,Cygnet Potato Breeders Ltd,No
162140,SKYWALKER,PB,0.08,Perth,Cygnet Potato Breeders Ltd,No
162141,FRANCIS,PB,0.02,Perth,Cygnet Potato Breeders Ltd,No
162142,EPICURE,PB,0.02,Perth,Cygnet Potato Breeders Ltd,No
162143,ROCKET,PB,0.08,Perth,Cygnet Potato Breeders Ltd,No
162144,LADY ALICIA,S,0.6,Banff,Meijer Potato UK,No
162145,HERMES,S,6.7,Aberdeen,Cairngall Farms,No
162146,BAMBINO,PB,0.05,Perth,Cygnet Potato Breeders Ltd,No
162147,POSEIDON,PB,0.01,Perth,Cygnet Potato Breeders Ltd,No
162148,MONTIS,PB,0.01,Perth,Cygnet Potato Breeders Ltd,No
162149,AUSTIN,PB,0.01,Perth,Cygnet Potato Breeders Ltd,No
162150,OLYMPUS,PB,0.3,Perth,Cygnet Potato Breeders Ltd,No
162151,KINGSMAN,PB,0.5,Perth,Cygnet Potato Breeders Ltd,No
162152,MARIS PEER,S,1.2,Kincardine,Firm of A M & A J Jacobsen,No
162153,MARFONA,S,4,Aberdeen,Cairngall Farms,No
162154,MARFONA,S,0.6,Aberdeen,Cairngall Farms,No
162155,ATLANTIC,S,5.3,Kincardine,Firm of A M & A J Jacobsen,No
162156,LANORMA,S,1,Moray,Branston Ltd,No
162158,DUKE OF YORK,S,1.4,Banff,A G Norrie & Sons,No
162159,ATLANTIC,S,5.8,Moray,Gray Farms Ltd,No
162160,RED DUKE OF YORK,S,1.1,Banff,A G Norrie & Sons,No
162161,CARA,E,5,Aberdeen,Cairngall Farms,No
162162,RED DUKE OF YORK,S,0.6,Banff,A G Norrie & Sons,No
162163,SPUNTA,S,1.6,Moray,Gray Farms Ltd,No
162164,HERMES,S,7.5,Banff,Saltire Seed Ltd,No
162165,BROOKE,S,4.8,Banff,Saltire Seed Ltd,No
162166,BROOKE,S,1.1,Banff,Saltire Seed Ltd,No
162167,HERMES,S,5.2,Aberdeen,Cairngall Farms,No
162168,LADY BALFOUR,SE,5.4,Aberdeen,Greenvale AP,No
162169,RAMOS,S,1.3,Fife,Stet Potato Ltd for Wolds Produce Ltd,No
162170,BROOKE,S,0.2,Banff,Saltire Seed Ltd,No
162171,HERMES,S,4.5,Moray,Gray Farms Ltd,No
162172,BROOKE,S,0.1,Banff,Saltire Seed Ltd,No
162173,CARA,E,3,Aberdeen,Cairngall Farms,No
162174,ATLANTIC,SE,8,Banff,Gray Farms Ltd,No
162175,RAMOS,SE,5.4,Fife,Stet Potato Ltd for Wolds Produce Ltd,No
162176,HERMES,S,6.2,Aberdeen,Cairngall Farms,No
162177,BROOKE,S,4.2,Aberdeen,Saltire Seed Ltd,No
162178,DESIREE,S,4.5,Aberdeen,Melrose Farms,No
162180,MELODY,S,3.2,Banff,Meijer Potato UK,No
162181,MARFONA,S,3.2,Aberdeen,Cairngall Farms,No
162182,HERMES,S,4.5,Aberdeen,Melrose Farms,No
162183,SPUNTA,S,3,Banff,Gray Farms Ltd,No
162184,MELODY,S,2.9,Banff,Meijer Potato UK,No
162185,HERMES,S,1.9,Banff,Gray Farms Ltd,No
162188,ADIB,S,2.2,Banff,Cullen Allen Ltd,No
162189,BARAKA,S,3.5,Banff,Gray Farms Ltd,No
162190,VENEZIA,S,1,Banff,Greenvale AP,No
162191,ATLANTIC,SE,1.1,Banff,Gray Farms Ltd,No
162192,SPUNTA,S,0.4,Banff,Cygnet PEP Ltd,No
162193,SPUNTA,S,1.5,Banff,Cygnet PEP Ltd,No
162194,LA STRADA,S,2.1,Banff,Gray Farms Ltd,No
162195,MARIS BARD,S,2.7,Aberdeen,Cairngall Farms,No
162196,VR 808,S,7.5,Aberdeen,Stet Potato Ltd for Saltire Seed Ltd,No
162197,MARKIES,PB,0.021,Ross,Agrico UK Ltd,No
162198,MARFONA,S,0.6,Aberdeen,Cairngall Farms,No
162199,VR 808,S,1,Aberdeen,Stet Potato Ltd for Saltire Seed Ltd,No
162200,LADY ROSETTA,S,4.5,Banff,Meijer Potato UK,No
162201,KERR'S PINK,PB,0.011,Ross,Messrs W O Gordon Bindal & Co,No
162202,LADY ROSETTA,S,8.1,Aberdeen,Meijer Potato UK,No
162203,ATLANTIC,SE,4.8,Banff,Gray Farms Ltd,No
162204,KING EDWARD,PB,0.008,Ross,Messrs W O Gordon Bindal & Co,No
162205,DESIREE,S,1,Banff,Melrose Farms,No
162206,DESIREE,SE,5,Banff,Gray Farms Ltd,No
162207,KINGSMAN,S,1.8,Fife,Cygnet Potato Breeders Ltd,No
162208,KINGSMAN,S,2.4,Fife,Cygnet Potato Breeders Ltd,No
162209,KENNEBEC,S,4,Banff,Gray Farms Ltd,No
162210,EUROSTAR,PB,0.037,Ross,Stet Potato Ltd,No
162211,LADY ROSETTA,S,1.5,Banff,Meijer Potato UK,No
162212,VR 808,PB,1.2,Aberdeen,Stet Potato Ltd for Saltire Seed Ltd,No
162213,BANBA,SE,3.5,Banff,IPM Potato Group Ltd,No
162214,VR 808,PB,0.7,Aberdeen,Stet Potato Ltd for Saltire Seed Ltd,No
162216,SH C 909,PB,0.45,Aberdeen,Stet Potato Ltd for Saltire Seed Ltd,No
162217,HERMES,PB,0.5,Aberdeen,Saltire Seed Ltd,No
162218,BANBA,S,0.8,Banff,IPM Potato Group Ltd,No
162219,HERMES,SE,1.5,Aberdeen,Cairngall Farms,No
162220,PICASSO,PB,0.2,Aberdeen,Agrico UK Ltd,No
162221,ACCORD,PB,0.064,Ross,Meijer Potato UK,No
162222,CABARET,PB,0.53,Aberdeen,Cygnet Potato Breeders Ltd,No
162223,OPAL,PB,0.1,Aberdeen,Solana Seeds United Kingdom Ltd,No
162224,DUKE OF YORK,PB,0.1,Aberdeen,A G Norrie & Sons,No
162225,ADIB,PB,0.1,Aberdeen,Cullen Allen Ltd,No
162226,MARIS PEER,PB,0.1,Aberdeen,A G Norrie & Sons,No
162227,BALTIC ROSE,PB,0.1,Aberdeen,Cullen Allen Ltd,No
162228,ALEGRIA,PB,0.1,Aberdeen,Cullen Allen Ltd,No
162229,HERMES,S,2.5,Banff,Melrose Farms,No
162230,RED DUKE OF YORK,PB,0.1,Aberdeen,A G Norrie & Sons,No
162231,SHARPE'S EXPRESS,PB,0.1,Aberdeen,A G Norrie & Sons,No
162232,DESIREE,PB,0.2,Aberdeen,A G Norrie & Sons,No
162233,ADIB,SE,1.5,Banff,Cullen Allen Ltd,No
162234,CARA,S,2.7,Aberdeen,A T Wilson & Co,No
162235,ELLAND,S,3.8,Angus,Cygnet Potato Breeders Ltd,No
162236,KINGSMAN,S,2.4,Angus,Cygnet Potato Breeders Ltd,No
