Crop Number,Variety,GB Grade,Area (ha),County,Producer,Organic
163375,LADY ALICIA,PB,0.19,Nairn,Meijer Potato UK,No
163376,MELODY,PB,0.18,Nairn,Meijer Potato UK,No
163377,LADY ALICIA,PB,1.06,Nairn,Meijer Potato UK,No
163378,LUCERA,S,0.1,Aberdeen,Branston Ltd,No
163380,RAMOS,PB,0.09,Nairn,Stet Potato Ltd,No
163381,EUROSTAR,PB,0.27,Nairn,Stet Potato Ltd,No
163382,SH C 1010,PB,0.09,Nairn,Stet Potato Ltd,No
163383,CAMEL,PB,0.11,Nairn,Stet Potato Ltd,No
163384,CARA,SE,4,Aberdeen,Millfield Potatoes Ltd,No
163385,HERMES,S,0.6,Aberdeen,Millfield Potatoes Ltd,No
163386,HARRY,S,1.5,Angus,Cullen Allen Ltd,No
163387,HARRY,S,3.8,Angus,Cullen Allen Ltd,No
163388,ADIB,S,0.9,Aberdeen,Cullen Allen Ltd,No
163391,CARA,S,5.6,Perth,J G Skea,Yes
163397,SUNSET,S,2,Aberdeen,Cygnet PEP Ltd,No
163398,CARA,PB,0.03,Aberdeen,Fortrie Farms Ltd,No
163399,LA STRADA,S,2.5,Aberdeen,Cygnet PEP Ltd,No
163400,CARA,PB,0.01,Aberdeen,Wolds Produce Ltd,No
163401,CARA,PB,0.06,Aberdeen,Wolds Produce Ltd,No
163402,CARA,PB,0.05,Aberdeen,Fortrie Farms Ltd,No
163403,CARA,PB,0.24,Aberdeen,Wolds Produce Ltd,No
163404,ADIB,PB,0.02,Aberdeen,Cullen Allen Ltd,No
163405,CULTRA,PB,0.02,Aberdeen,Cullen Allen Ltd,No
163406,SORAYA,PB,0.04,Aberdeen,Cullen Allen Ltd,No
163407,CARA,S,2.6,Aberdeen,Wolds Produce Ltd,No
163408,CARA,S,4.3,Aberdeen,Wolds Produce Ltd,No
163409,CARA,S,4.8,Aberdeen,Wolds Produce Ltd,No
163410,MARKIES,S,0.9,Aberdeen,Agrico UK Ltd,No
163411,MARKIES,S,1.4,Aberdeen,Agrico UK Ltd,No
163412,ATLANTIC,S,3.5,Aberdeen,Cygnet PEP Ltd,No
163413,ATLANTIC,S,4.3,Aberdeen,Cygnet PEP Ltd,No
163414,ATLANTIC,S,5,Aberdeen,Cygnet PEP Ltd,No
163415,ATLANTIC,S,3.6,Aberdeen,Cygnet PEP Ltd,No
163416,ATLANTIC,S,3.1,Aberdeen,Cygnet PEP Ltd,No
163417,ATLANTIC,S,3.3,Aberdeen,Cygnet PEP Ltd,No
163418,CARA,S,6.4,Berwick,Saltire Seed Ltd,No
163419,ARSENAL,S,4,Aberdeen,Agrico UK Ltd,No
163420,MARFONA,S,0.6,Aberdeen,Agrico UK Ltd,No
163421,MARFONA,SE,3.4,Aberdeen,Agrico UK Ltd,No
163422,INNOVATOR,S,9.5,Kincardine,McCain Potatoes,No
163423,MARFONA,SE,0.6,Aberdeen,Agrico UK Ltd,No
163424,MARKIES,S,2,Berwick,Agrico UK Ltd,No
163425,JAZZY,E,2,Kincardine,Meijer Potato UK,No
163426,CARA,SE,8.6,Angus,IPM Potato Group Ltd,No
163427,JAZZY,E,4.9,Kincardine,Meijer Potato UK,No
163428,BURREN,SE,5.3,Angus,IPM Potato Group Ltd,No
163429,BANBA,SE,0.3,Angus,IPM Potato Group Ltd,No
163430,ROOSTER,SE,0.8,Angus,IPM Potato Group Ltd,No
163431,BANBA,SE,3,Angus,IPM Potato Group Ltd,No
163432,CARA,SE,5,Angus,IPM Potato Group Ltd,No
163433,ROOSTER,SE,4.2,Angus,IPM Potato Group Ltd,No
163434,ROOSTER,S,0.8,Angus,IPM Potato Group Ltd,No
163435,MARKIES,S,5.6,Angus,Agrico UK Ltd,No
163436,BANBA,SE,0.8,Angus,IPM Potato Group Ltd,No
163437,MARKIES,S,0.6,Angus,Agrico UK Ltd,No
163438,BURREN,S,1,Angus,IPM Potato Group Ltd,No
163439,HERMES,S,2.4,Berwick,Saltire Seed Ltd,No
163440,BURREN,SE,1.4,Angus,IPM Potato Group Ltd,No
163441,CARA,S,0.7,Angus,IPM Potato Group Ltd,No
163442,JACKY,E,0.1,Angus,Agrico UK Ltd,No
163443,CAMMEO,PB,0.1,Nairn,Maincrop Potatoes Ltd,No
163444,INNOVATOR,S,3.5,Perth,HZPC UK Limited,No
163445,CAMMEO,PB,0.1,Nairn,Maincrop Potatoes Ltd,No
163450,HERMES,S,5.4,Berwick,Saltire Seed Ltd,No
163452,HERMES,S,6,Berwick,Saltire Seed Ltd,No
163454,HERMES,S,6.2,Berwick,Saltire Seed Ltd,No
163460,HERMES,S,6.1,Berwick,Saltire Seed Ltd,No
163462,INNOVATOR,S,5.8,Perth,HZPC UK Limited,No
163463,HERMES,S,2.2,Berwick,Saltire Seed Ltd,No
163465,INNOVATOR,S,4,Perth,HZPC UK Limited,No
163470,INNOVATOR,S,7,Perth,HZPC UK Limited,No
163472,DESIREE,S,5.7,Fife,A & F Growers,No
163475,INNOVATOR,S,2,Perth,HZPC UK Limited,No
163476,CARA,SE,3.9,Aberdeen,Alan Twatt (Potato Merchants) Ltd,No
163478,INNOVATOR,S,3,Perth,HZPC UK Limited,No
163480,RUSSET BURBANK,S,6.5,Angus,McCain Potatoes,No
163482,DAISY,S,5.6,Angus,McCain Potatoes,No
163485,ATLANTIC,S,1.8,Perth,Cygnet PEP Ltd,No
163486,DESIREE,S,1.1,Fife,A & F Growers,No
163487,INNOVATOR,S,3.7,Angus,McCain Potatoes,No
163488,INNOVATOR,S,3.8,Angus,McCain Potatoes,No
163490,RUSSET BURBANK,S,5,Angus,McCain Potatoes,No
163493,RUSSET BURBANK,S,2,Angus,McCain Potatoes,No
163498,DESIREE,S,2.7,Fife,A & F Growers,No
163500,MARIS PIPER,S,6.5,Fife,A & F Growers,No
163502,SHEPODY,SE,3.3,Angus,McCain Potatoes,No
163503,MARIS PIPER,S,1.2,Fife,A & F Growers,No
163504,MARIS PIPER,S,2.1,Fife,A & F Growers,No
163506,ATLANTIC,S,6,Perth,Cygnet PEP Ltd,No
163509,SHEPODY,SE,2.9,Angus,McCain Potatoes,No
163511,ATLANTIC,E,2,Perth,Cygnet PEP Ltd,No
163513,HERMES,SE,6,Perth,Cygnet PEP Ltd,No
163514,HERMES,S,12,Perth,Cygnet PEP Ltd,No
163515,ATLANTIC,E,3.5,Perth,Cygnet PEP Ltd,No
163516,CARA,SE,4.5,Angus,IPM Potato Group Ltd,No
163517,ROOSTER,S,0.7,Angus,IPM Potato Group Ltd,No
163518,ROOSTER,SE,4,Angus,IPM Potato Group Ltd,No
163519,BANBA,S,0.7,Angus,IPM Potato Group Ltd,No
163521,DAISY,S,11.3,Perth,McCain Potatoes,No
163522,BANBA,SE,5,Angus,IPM Potato Group Ltd,No
163525,BARNA,S,0.5,Angus,IPM Potato Group Ltd,No
163527,BARNA,SE,5,Angus,IPM Potato Group Ltd,No
163528,ROYAL,S,4.8,Perth,McCain Potatoes,No
163534,HERMES,S,6.1,Berwick,Saltire Seed Ltd,No
163535,KING EDWARD,S,5.9,Fife,A & F Growers,No
163538,MARIS PEER,S,4.3,Berwick,Fans Farming,No
163542,BROOKE,S,0.8,Berwick,Saltire Seed Ltd,No
163544,HERMES,S,0.7,Fife,A & F Growers,No
163548,BROOKE,S,5.1,Berwick,Saltire Seed Ltd,No
163550,BROOKE,S,3.6,Berwick,Saltire Seed Ltd,No
163551,ADIB,S,2.3,Aberdeen,Cullen Allen Ltd,No
163557,BROOKE,S,4,Berwick,Saltire Seed Ltd,No
163559,CARA,S,0.8,Aberdeen,Cullen Allen Ltd,No
163560,HERMES,S,7.2,Fife,A & F Growers,No
163563,LADY ROSETTA,SE,6.3,Angus,Meijer Potato UK,No
163564,BROOKE,S,4.1,Berwick,Saltire Seed Ltd,No
163565,CARA,SE,5.2,Aberdeen,Cullen Allen Ltd,No
163566,BROOKE,S,3.2,Berwick,Saltire Seed Ltd,No
163568,BROOKE,S,3.3,Berwick,Saltire Seed Ltd,No
163569,BROOKE,S,3.5,Berwick,Saltire Seed Ltd,No
163570,BROOKE,S,3,Berwick,Saltire Seed Ltd,No
163571,LADY ROSETTA,S,3.6,Angus,Meijer Potato UK,No
163572,CULTRA,S,0.8,Aberdeen,Cullen Allen Ltd,No
163573,BROOKE,S,2.4,Berwick,Saltire Seed Ltd,No
163575,MARIS PEER,S,5,Perth,Yoolow Potatoes Ltd,No
163577,LADY ROSETTA,S,2.9,Angus,Meijer Potato UK,No
163578,CULTRA,S,0.2,Aberdeen,Cullen Allen Ltd,No
163579,HERMES,S,3,Aberdeen,Saltire Seed Ltd,No
163581,HERMES,S,4,Aberdeen,Saltire Seed Ltd,No
163584,CULTRA,S,2.3,Aberdeen,Cullen Allen Ltd,No
163586,VR 808,S,3.3,Berwick,Stet Potato Ltd for Saltire Seed Ltd,No
163587,MARIS PEER,S,5,Perth,Yoolow Potatoes Ltd,No
163588,HERMES,S,5.2,Aberdeen,Saltire Seed Ltd,No
163590,HERMES,S,0.8,Aberdeen,Saltire Seed Ltd,No
163592,SORAYA,S,1,Aberdeen,Cullen Allen Ltd,No
163595,VR 808,S,4,Berwick,Stet Potato Ltd for Saltire Seed Ltd,No
163597,HERMES,S,1.2,Angus,Saltire Seed Ltd,No
163600,HERMES,PB,0.96,Aberdeen,Cygnet PEP Ltd,No
163604,HERMES,PB,2.14,Aberdeen,Cygnet PEP Ltd,No
163605,SORAYA,S,5,Aberdeen,Cullen Allen Ltd,No
163607,BROOKE,S,3.6,Angus,Saltire Seed Ltd,No
163608,HERMES,PB,1.09,Aberdeen,Cygnet PEP Ltd,No
163609,HERMES,PB,0.46,Aberdeen,Saltire Seed Ltd,No
163610,ATLANTIC,PB,2.05,Aberdeen,Cygnet PEP Ltd,No
163611,BROOKE,SE,2.9,Angus,Saltire Seed Ltd,No
163612,ATLANTIC,PB,2.19,Aberdeen,Cygnet PEP Ltd,No
163615,ATLANTIC,PB,0.76,Aberdeen,Cygnet PEP Ltd,No
163620,ATLANTIC,PB,1.06,Aberdeen,Cygnet PEP Ltd,No
163621,MARIS PIPER,S,0.8,Angus,Messrs David A Officer,No
163622,MARFONA,PB,0.2,Aberdeen,Agrico UK Ltd,No
163623,MARFONA,PB,1.5,Aberdeen,Agrico UK Ltd,No
163626,MARIS PIPER,SE,0.6,Angus,Messrs David A Officer,No
163629,LA STRADA,PB,2.3,Aberdeen,Cygnet PEP Ltd,No
163632,LA STRADA,PB,1.62,Aberdeen,Cygnet PEP Ltd,No
163634,LA STRADA,S,1.3,Aberdeen,Cygnet PEP Ltd,No
163646,JAZZY,S,2.5,Angus,Meijer Potato UK,No
163649,LADY ANNA,S,0.6,Angus,Meijer Potato UK,No
163653,MARIS PEER,PB,1,Aberdeen,A T Wilson & Co,No
163655,MARIS PEER,PB,1,Aberdeen,A T Wilson & Co,No
163656,LADY ANNA,S,1.3,Angus,Meijer Potato UK,No
163657,PIROL,SE,5.1,Aberdeen,Saltire Seed Ltd,No
163658,PIROL,S,5,Aberdeen,Saltire Seed Ltd,No
163692,VR 808,S,4,Berwick,Stet Potato Ltd for Saltire Seed Ltd,No
163695,VR 808,S,2.5,Berwick,Stet Potato Ltd for Saltire Seed Ltd,No
163698,VR 808,S,2.3,Berwick,Stet Potato Ltd for Saltire Seed Ltd,No
163700,VR 808,S,3.9,Berwick,Stet Potato Ltd for Saltire Seed Ltd,No
163704,VR 808,S,4.4,Berwick,Stet Potato Ltd for Saltire Seed Ltd,No
163705,VR 808,S,2.3,Berwick,Stet Potato Ltd for Saltire Seed Ltd,No
163706,VR 808,SE,3.3,Berwick,Stet Potato Ltd for Saltire Seed Ltd,No
163707,VR 808,SE,4,Berwick,Stet Potato Ltd for Saltire Seed Ltd,No
163708,VR 808,S,2.7,Berwick,Stet Potato Ltd for Saltire Seed Ltd,No
163709,VR 808,SE,1.3,Berwick,Stet Potato Ltd for Saltire Seed Ltd,No
163713,VR 808,S,2.2,Berwick,Stet Potato Ltd for Saltire Seed Ltd,No
163715,VR 808,S,3.5,Berwick,Stet Potato Ltd for Saltire Seed Ltd,No
163718,VR 808,S,3.1,Berwick,Stet Potato Ltd for Saltire Seed Ltd,No
163722,SHELFORD,S,1.5,Berwick,Saltire Seed Ltd,No
163724,SHELFORD,S,3.7,Berwick,Saltire Seed Ltd,No
163728,SHELFORD,S,2.3,Berwick,Saltire Seed Ltd,No
163732,SHELFORD,S,2.1,Berwick,Saltire Seed Ltd,No
163734,CHARLOTTE,S,4.4,Berwick,Greenseed International,No
163735,CHARLOTTE,S,1.9,Berwick,Greenseed International,No
163736,MARIS PEER,S,1,Berwick,Fans Farming,No
163737,CARA,S,2.7,Kinross,D A Baillie Ltd,No
163738,ARSENAL,S,0.5,Berwick,Agrico UK Ltd,No
163739,ARSENAL,S,3,Berwick,Agrico UK Ltd,No
163740,MARIS PIPER,S,2.7,Kinross,D A Baillie Ltd,No
163741,HERMES,SE,4.7,Kinross,D A Baillie Ltd,No
163742,CULTRA,S,0.7,Kinross,Cullen Allen Ltd,No
163743,LADY AMARILLA,S,4.4,Angus,Meijer Potato UK,No
163744,VR 808,S,3.1,Angus,Stet Potato Ltd for Saltire Seed Ltd,No
163745,BROOKE,S,5.6,Angus,Saltire Seed Ltd,No
163746,HERMES,S,3.5,Angus,Saltire Seed Ltd,No
163747,LADY CLAIRE,SE,3.8,Angus,Meijer Potato UK,No
163748,LADY CLAIRE,S,2.5,Angus,Meijer Potato UK,No
163749,HERMES,S,1,Angus,Saltire Seed Ltd,No
163750,VR 808,S,3.2,Angus,Stet Potato Ltd for Saltire Seed Ltd,No
163751,DESIREE,E,3,Aberdeen,Cairngall Farms,No
163752,CARA,SE,6,Aberdeen,Cairngall Farms,No
163753,CARA,SE,7.5,Aberdeen,Cairngall Farms,No
163754,CARA,SE,4.5,Aberdeen,Cairngall Farms,No
163755,CARA,S,0.5,Aberdeen,Cairngall Farms,No
163756,MARIS PIPER,SE,0.7,Aberdeen,Cairngall Farms,No
163757,CARA,E,0.7,Aberdeen,Clyde Potatoes Seeds Ltd,No
163758,CARA,E,4,Aberdeen,Cairngall Farms,No
163759,DESIREE,SE,2,Aberdeen,Cairngall Farms,No
163760,MARIS PIPER,S,1,Aberdeen,Cairngall Farms,No
163761,MARIS PIPER,SE,0.5,Aberdeen,Cairngall Farms,No
163762,MARFONA,S,2.2,Aberdeen,Cairngall Farms,No
163763,MARIS BARD,SE,1.5,Aberdeen,Cairngall Farms,No
163764,MARIS PIPER,SE,1.8,Aberdeen,Cairngall Farms,No
163765,DESIREE,SE,1.5,Aberdeen,Cairngall Farms,No
163766,HERMES,SE,2,Aberdeen,Cairngall Farms,No
163767,AMANDA,SE,2.4,Angus,Solana Seeds United Kingdom Ltd,No
163768,CULTRA,SE,6.5,Kinross,Cullen Allen Ltd,No
163769,CULTRA,S,2.1,Kinross,Cullen Allen Ltd,No
163770,CARA,S,8.2,Angus,Ovenstone Ltd,No
163771,MARIS PIPER,S,11.7,Kinross,D A Baillie Ltd,No
163772,CARA,S,2,Angus,Ovenstone Ltd,No
163773,MARIS PEER,S,4.2,Kinross,D A Baillie Ltd,No
163774,CARA,S,5.2,Angus,Ovenstone Ltd,No
163775,MARIS PIPER,S,14.5,Perth,D A Baillie Ltd,No
163776,DESIREE,S,7.3,Angus,Ovenstone Ltd,No
163777,HERMES,SE,21.1,Perth,D A Baillie Ltd,No
163778,HERMES,SE,19,Perth,D A Baillie Ltd,No
163779,HERMES,S,2.7,Perth,D A Baillie Ltd,No
163780,CARA,S,6.2,Angus,Ovenstone Ltd,No
163781,HERMES,SE,7,Kinross,D A Baillie Ltd,No
163782,HERMES,S,1.8,Angus,Ovenstone Ltd,No
163783,HERMES,SE,6,Kinross,D A Baillie Ltd,No
163784,HERMES,E,3.9,Angus,Ovenstone Ltd,No
163785,VERDI,S,10,Angus,Solana Seeds United Kingdom Ltd,No
163786,BANBA,SE,5.3,Angus,IPM Potato Group Ltd,No
163787,BANBA,S,0.8,Angus,IPM Potato Group Ltd,No
163788,DESIREE,S,10.2,Angus,Ovenstone Ltd,No
163789,DESIREE,S,5.2,Angus,Ovenstone Ltd,No
163790,CULTRA,S,1.3,Angus,Cullen Allen Ltd,No
163791,CULTRA,S,6.6,Angus,Cullen Allen Ltd,No
163792,MARKIES,S,0.8,Angus,Agrico UK Ltd,No
163793,MARKIES,SE,3.1,Angus,Agrico UK Ltd,No
163794,MARKIES,SE,1.8,Angus,Agrico UK Ltd,No
163796,MARIS PIPER,S,3.2,Angus,Ovenstone Ltd,No
163797,MARIS PIPER,E,6.5,Angus,Ovenstone Ltd,No
163798,HERMES,SE,8.1,Angus,Ovenstone Ltd,No
163799,HERMES,SE,7.3,Angus,Ovenstone Ltd,No
163800,DESIREE,SE,11.6,Angus,Ovenstone Ltd,No
163801,DESIREE,S,8.2,Angus,Ovenstone Ltd,No
163802,SORAYA,S,6.5,Angus,Cullen Allen Ltd,No
163803,EDISON,SE,1.1,Angus,Solana Seeds United Kingdom Ltd,No
163804,DESIREE,SE,6.7,Angus,Ovenstone Ltd,No
163805,EDISON,SE,3.4,Perth,Solana Seeds United Kingdom Ltd,No
163806,EDISON,SE,1.4,Perth,Solana Seeds United Kingdom Ltd,No
163807,CARUSO,SE,4.3,Angus,Solana Seeds United Kingdom Ltd,No
163808,SORAYA,S,1,Angus,Cullen Allen Ltd,No
163809,VENEZIA,SE,4.1,Angus,Greenvale AP,No
163810,DESIREE,SE,3.6,Perth,Ovenstone Ltd,No
163811,MARIS PIPER,E,4.3,Perth,Ovenstone Ltd,No
163812,CARA,SE,0.8,Perth,Prospects Marketing & Trading UK Ltd,No
163813,CARA,SE,4,Aberdeen,Millfield Potatoes Ltd,No
163814,HERMES,S,3.8,Aberdeen,Millfield Potatoes Ltd,No
163815,HERMES,S,1.6,Aberdeen,Millfield Potatoes Ltd,No
163816,DESIREE,SE,6.3,Aberdeen,B Keir & Son,No
163817,MARIS PIPER,SE,1.5,Aberdeen,B Keir & Son,No
163818,DESIREE,S,1.7,Aberdeen,B Keir & Son,No
163819,CARA,E,4.8,Aberdeen,B Keir & Son,No
163820,HERMES,S,1.7,Aberdeen,B Keir & Son,No
163821,HERMES,E,2.1,Aberdeen,B Keir & Son,No
163822,CARA,E,3.7,Aberdeen,B Keir & Son,No
163823,HERMES,E,10.2,Aberdeen,B Keir & Son,No
163824,CARA,S,0.9,Aberdeen,B Keir & Son,No
163825,CARA,SE,5.4,Aberdeen,B Keir & Son,No
163826,HERMES,S,0.4,Aberdeen,Cygnet PEP Ltd,No
163827,BANBA,PB,0.4,Aberdeen,IPM Potato Group Ltd,No
163828,BANBA,PB,2.1,Aberdeen,IPM Potato Group Ltd,No
163829,HARRY,PB,0.4,Aberdeen,Cullen Allen Ltd,No
163830,ATLANTIC,SE,1,Perth,Cygnet PEP Ltd,No
163831,HARRY,PB,0.2,Aberdeen,Cullen Allen Ltd,No
163832,BROOKE,PB,0.46,Aberdeen,Saltire Seed Ltd,No
163833,BROOKE,PB,1.24,Aberdeen,Saltire Seed Ltd,No
163834,BROOKE,PB,2.44,Aberdeen,Saltire Seed Ltd,No
163835,BROOKE,S,4.6,Aberdeen,Saltire Seed Ltd,No
163836,BROOKE,S,5.5,Aberdeen,Saltire Seed Ltd,No
163837,HARRY,PB,0.4,Aberdeen,Cullen Allen Ltd,No
163838,HARRY,PB,0.3,Aberdeen,Cullen Allen Ltd,No
163839,RUSSET BURBANK,PB,1.2,Aberdeen,Cygnet PEP Ltd,No
163840,HERMES,PB,0.4,Aberdeen,Strathmore Potatoes Ltd,No
163841,MARIS PEER,S,4.2,Perth,Yoolow Potatoes Ltd,No
163842,MARIS PEER,PB,0.7,Aberdeen,A T Wilson & Co,No
163843,SHELFORD,S,2.8,Aberdeen,Saltire Seed Ltd,No
163844,SHELFORD,S,4.8,Aberdeen,Saltire Seed Ltd,No
163845,MARKIES,S,2,Perth,Agrico UK Ltd,No
163846,SHELFORD,S,1.5,Aberdeen,Saltire Seed Ltd,No
163847,SHELFORD,S,2.9,Angus,Saltire Seed Ltd,No
163848,MARIS BARD,S,0.4,Aberdeen,Cygnet PEP Ltd,No
163849,MARIS BARD,PB,0.15,Aberdeen,Wolds Produce Ltd,No
163850,DESIREE,PB,0.34,Aberdeen,Cygnet PEP Ltd,No
163851,LADY AMARILLA,S,1.9,Angus,Meijer Potato UK,No
163852,RED KING EDWARD,PB,0.01,Aberdeen,Strathmore Potatoes Ltd,No
163853,SIENA,PB,0.05,Perth,Mercian Limited,No
163854,MARIS PEER,SE,6.1,Berwick,Scott Country Potatoes Ltd,No
163855,TWINNER,PB,0.7,Aberdeen,Agrico UK Ltd,No
163857,MARKIES,PB,0.4,Aberdeen,Agrico UK Ltd,No
163859,SIENA,SE,0.1,Perth,Mercian Limited,No
163860,SUNSET,PB,0.32,Aberdeen,Cygnet PEP Ltd,No
163862,SUNSET,S,0.6,Aberdeen,Cygnet PEP Ltd,No
163864,SAFIYAH,S,0.3,Aberdeen,Cygnet PEP Ltd,No
163865,MARIS PEER,S,1.2,Berwick,Scott Country Potatoes Ltd,No
163866,SAFIYAH,S,2.6,Aberdeen,Cygnet PEP Ltd,No
163867,MARKIES,PB,0.3,Aberdeen,Agrico UK Ltd,No
163868,MARKIES,PB,2.5,Aberdeen,Agrico UK Ltd,No
163869,BROOKE,S,3.5,Angus,Saltire Seed Ltd,No
163870,MARKIES,S,0.4,Aberdeen,Agrico UK Ltd,No
163871,LADY ROSETTA,S,5.1,Roxburgh,Meijer Potato UK,No
163872,HERMES,S,3,Angus,Saltire Seed Ltd,No
163873,LADY ROSETTA,S,1.3,Roxburgh,Meijer Potato UK,No
163874,LADY ROSETTA,S,1.7,Roxburgh,Meijer Potato UK,No
163875,VR 808,S,3.1,Angus,Stet Potato Ltd for Saltire Seed Ltd,No
163876,LADY ROSETTA,S,4,Roxburgh,Meijer Potato UK,No
163878,LADY ROSETTA,S,5.1,Roxburgh,Meijer Potato UK,No
163879,LADY CLAIRE,S,2,Angus,Meijer Potato UK,No
163880,LADY ROSETTA,S,4.9,Roxburgh,Meijer Potato UK,No
163881,GEMSON,S,0.2,Angus,Grampian Growers,No
163882,LADY CLAIRE,S,2.5,Angus,Meijer Potato UK,No
163883,VR 808,S,0.4,Angus,Stet Potato Ltd for Saltire Seed Ltd,No
163884,GEMSON,S,0.9,Angus,Grampian Growers,No
163885,LADY CLAIRE,S,5.6,Roxburgh,Meijer Potato UK,No
163886,HERMES,S,3.3,Angus,Saltire Seed Ltd,No
163887,LADY CLAIRE,S,4.5,Roxburgh,Meijer Potato UK,No
163888,LADY CLAIRE,S,5.1,Roxburgh,Meijer Potato UK,No
163889,LADY CLAIRE,S,4.7,Roxburgh,Meijer Potato UK,No
163890,ATLANTIC,S,2,Perth,Cygnet PEP Ltd,No
163891,LADY JO,S,3.2,Roxburgh,Meijer Potato UK,No
163892,LADY JO,S,5.2,Roxburgh,Meijer Potato UK,No
163893,MARFONA,SE,3.7,Berwick,Wolds Produce Ltd,No
163894,MARFONA,S,3.1,Berwick,Wolds Produce Ltd,No
163895,VR 808,SE,2.8,Roxburgh,Stet Potato Ltd,No
163896,GEMSON,S,3,Perth,Grampian Growers,No
163897,GWENNE,PB,0.04,Aberdeen,Germicopa UK Ltd,No
163898,BABY LOU,S,5.8,Perth,Solana Seeds United Kingdom Ltd,No
163899,BROOKE,S,3.4,Roxburgh,Wolds Produce Ltd,No
163900,BROOKE,S,2.6,Roxburgh,Wolds Produce Ltd,No
163901,VANILLA,PB,0.29,Aberdeen,IPM Potato Group Ltd,No
163902,VANILLA,PB,1.45,Aberdeen,IPM Potato Group Ltd,No
163903,RED CARA,PB,0.02,Aberdeen,IPM Potato Group Ltd,No
163904,SENSATION,PB,1.4,Aberdeen,IPM Potato Group Ltd,No
163905,ATLANTIC,S,4.8,Perth,Grampian Growers,No
163906,SAGITTA,S,4.6,Berwick,HZPC UK Limited,No
163907,RUSSET BURBANK,PB,0.06,Aberdeen,Cygnet PEP Ltd,No
163908,NIETA,S,2.5,Perth,Bennett Seed Exports Ltd,No
163909,SENSATION,PB,0.15,Aberdeen,IPM Potato Group Ltd,No
163910,SAGITTA,S,2.2,Roxburgh,HZPC UK Limited,No
163911,SAGITTA,S,4.7,Roxburgh,HZPC UK Limited,No
163912,NIETA,S,1.3,Perth,Bennett Seed Exports Ltd,No
163913,SAGITTA,S,1.1,Roxburgh,HZPC UK Limited,No
163914,RUSSET BURBANK,S,11.8,Aberdeen,Cygnet PEP Ltd,No
163915,EUROSTAR,S,0.9,Roxburgh,Stet Potato Ltd,No
163916,EUROSTAR,S,0.4,Roxburgh,Stet Potato Ltd,No
163917,EUROSTAR,S,0.8,Roxburgh,Stet Potato Ltd,No
163918,ATLANTIC,S,1.5,Aberdeen,Cygnet PEP Ltd,No
163919,VR 808,PB,0.44,Aberdeen,Stet Potato Ltd for Saltire Seed Ltd,No
163920,VR 808,PB,1.78,Aberdeen,Stet Potato Ltd for Saltire Seed Ltd,No
163921,VR 808,PB,1.55,Aberdeen,Stet Potato Ltd for Saltire Seed Ltd,No
163922,MARVEL,S,0.6,Perth,Caledonia Potatoes Ltd,No
163923,ATLANTIC,S,3,Aberdeen,Cygnet PEP Ltd,No
163924,LADY ROSETTA,S,0.3,Angus,Meijer Potato UK,No
163925,ATLANTIC,E,3,Aberdeen,Cygnet PEP Ltd,No
163926,MARKIES,S,1,Roxburgh,Agrico UK Ltd,No
163927,BUTE,S,1.1,Perth,Caledonia Potatoes Ltd,No
163928,MARKIES,S,4.1,Roxburgh,Agrico UK Ltd,No
163929,LADY AMARILLA,S,1.4,Angus,Meijer Potato UK,No
163930,MARKIES,S,3.5,Roxburgh,Agrico UK Ltd,No
163931,TYSON,SE,4,Perth,Stet for Greenvale AP,No
163932,ATLANTIC,S,3,Aberdeen,Cygnet PEP Ltd,No
163933,ARSENAL,S,0.5,Roxburgh,Agrico UK Ltd,No
163934,ARSENAL,S,3.8,Roxburgh,Agrico UK Ltd,No
163935,VALOR,S,6.3,Perth,Caledonia Potatoes Ltd,No
163936,DECIBEL,PB,0.04,Aberdeen,Germicopa UK Ltd,No
163937,VALOR,SE,4.8,Perth,Caledonia Potatoes Ltd,No
163938,CATRIONA,S,0.1,Angus,Whitewater Potatoes Ltd,No
163940,SIENA,S,0.4,Angus,Mercian Limited,No
163941,HARMONY,S,1.3,Perth,Caledonia Potatoes Ltd,No
163943,CARA,SE,4,Aberdeen,Cygnet PEP Ltd,No
163944,CARA,PB,0.04,Aberdeen,IPM Potato Group Ltd,No
163945,RED KING EDWARD,S,0.1,Angus,Whitewater Potatoes Ltd,No
163947,CARA,PB,0.02,Aberdeen,Strathmore Potatoes Ltd,No
163948,YUKON GOLD,S,0.1,Angus,Whitewater Potatoes Ltd,No
163949,HERMES,S,3,Aberdeen,Cygnet PEP Ltd,No
163950,MORENE,S,3,Perth,McCain Potatoes,No
163951,BANBA,PB,0.04,Aberdeen,IPM Potato Group Ltd,No
163952,TYSON,S,5.3,Berwick,Stet for Greenvale AP,No
163953,GEMSON,S,0.8,Perth,Grampian Growers,No
163954,MARIS PIPER,S,5.2,Perth,FIMM Potatoes Co Ltd,No
163955,HERMES,S,1,Aberdeen,Cygnet PEP Ltd,No
163956,MARIS PIPER,SE,2.9,Perth,FIMM Potatoes Co Ltd,No
163957,PUNCHY,PB,0.08,Aberdeen,Germicopa UK Ltd,No
163958,MARIS PIPER,S,0.9,Perth,FIMM Potatoes Co Ltd,No
163959,HERMES,S,3.5,Aberdeen,Cygnet PEP Ltd,No
163960,CARA,SE,4.4,Aberdeen,Alan Twatt (Potato Merchants) Ltd,No
163961,CARA,SE,4.6,Aberdeen,Alan Twatt (Potato Merchants) Ltd,No
